caso	AAGE	ACLSWKR_C	ADTIND_C	ADTOCC_C	AHGA_C	AHRSPAY	AHSCOL_C	AMARITL_C	AMJIND_C	AMJOCC_C	ARACE_C	AREORGN_C	ASEX_C	AUNMEM_C	AUNTYPE_C	AWKSTAT_C	CAPGAIN	CAPLOSS	DIVVAL	FILESTAT_C	GRINREG_C	GRINST_C	HHDFMX_C	HHDREL_C	MIGMTR1_C	MIGMTR3_C	MIGMTR4_C	MIGSAME_C	MIGSUN_C	NOEMP	PARENT_C	PEFNTVTY_C	PEMNTVTY_C	PENATVTY_C	PRCITSHP_C	SEOTR_C	VETQVA_C	VETYN_C	WKSWORK	Clase
27597	68	9	4	5	6	0	3	3	7	15	5	1	F	9	6	3	0	0	0	2	6	0	3	8	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
27649	11	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
27663	27	4	2	4	3	0	3	3	2	7	5	2	F	9	6	2	0	0	0	3	6	0	1	5	1	1	1	9	8	3	9	4	4	4	1	0	9	2	52	0
27664	59	4	2	3	17	0	3	3	3	14	5	1	M	0	6	2	0	0	0	5	6	0	1	5	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
27667	35	7	5	6	10	0	3	3	2	1	4	10	F	9	6	6	0	0	800	3	6	0	3	8	1	1	1	9	8	6	9	4	4	4	4	0	9	2	52	0
27671	64	4	2	4	13	600	3	3	3	1	5	1	F	0	6	1	0	0	0	4	6	0	3	8	6	7	8	1	9	1	9	3	3	2	5	0	9	2	52	0
27696	59	6	2	1	13	0	3	3	4	3	5	1	M	9	6	2	0	0	0	3	6	0	1	5	1	1	1	9	8	1	9	3	1	2	5	0	9	2	52	1
27703	75	9	4	5	7	0	3	7	7	15	5	1	F	9	6	1	0	0	175	5	6	0	2	5	6	7	8	1	9	0	9	1	1	2	5	0	9	2	0	0
27731	31	4	1	3	17	0	3	3	2	1	5	1	F	0	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	6	9	2	2	2	5	0	9	2	52	0
27756	45	4	3	2	13	0	3	3	4	8	5	1	M	9	6	2	0	0	0	3	6	0	1	5	1	1	1	9	8	2	9	2	2	2	5	0	9	2	52	0
27820	8	9	4	5	11	0	3	5	7	15	3	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
27822	34	7	2	1	10	0	3	3	3	3	5	1	M	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	4	9	2	2	2	5	1	9	2	52	0
27824	1	9	4	5	11	0	3	5	7	15	4	7	M	9	6	1	0	0	0	5	2	1	9	3	8	8	9	0	0	0	3	2	2	2	5	0	9	0	0	0
27866	31	9	4	5	9	0	3	3	7	15	5	1	F	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	0	9	1	2	1	3	0	9	2	0	0
27881	30	4	2	2	8	0	3	3	3	14	5	1	M	9	6	2	0	0	0	3	6	0	1	5	1	1	1	9	8	4	9	2	2	2	5	2	9	2	36	0
27896	4	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	7	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
27904	17	4	3	3	3	0	2	5	6	12	5	1	M	9	6	1	0	0	0	6	6	0	9	3	6	7	8	1	9	6	2	2	2	2	5	0	9	2	8	0
27916	23	4	3	3	10	0	3	5	6	12	5	1	F	9	6	1	0	0	0	6	6	0	9	1	6	7	8	1	9	2	9	3	3	2	5	2	9	2	17	0
27967	42	4	2	1	9	0	3	3	2	12	5	1	M	0	6	2	0	0	125	3	6	0	1	5	1	1	1	9	8	3	9	2	2	2	5	0	9	2	52	0
27968	35	4	5	3	9	0	3	3	2	1	5	1	F	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	2	9	2	2	2	5	0	9	2	52	0
28016	50	2	1	3	17	0	3	3	2	1	5	1	M	9	6	1	0	1740	0	3	6	0	1	5	6	7	8	1	9	6	9	2	2	2	5	2	9	2	52	0
28021	42	2	2	2	15	0	3	3	4	10	5	1	F	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	4	9	2	2	2	5	0	9	2	52	0
28034	14	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	2	2	5	0	9	0	0	0
28040	77	9	4	5	14	0	3	7	7	15	5	4	M	9	6	1	0	0	0	5	6	0	9	7	6	7	8	1	9	0	9	3	3	3	2	0	9	2	0	0
28071	14	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
28094	12	9	4	5	11	0	3	5	7	15	3	1	M	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	1	2	5	0	9	0	0	0
28125	11	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
28156	41	4	2	2	9	0	3	3	4	10	5	1	F	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	2	9	2	2	2	5	0	9	2	52	0
28158	70	9	4	5	13	0	3	6	7	15	5	1	F	9	6	3	0	0	0	5	6	0	2	5	1	1	1	9	8	0	9	1	1	2	5	0	9	2	0	0
28196	60	9	4	5	13	0	3	3	7	15	5	1	F	9	6	3	0	0	0	3	6	0	3	8	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
28240	1	9	4	5	11	0	3	5	7	15	4	2	M	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	4	4	2	5	0	9	0	0	0
28257	32	4	1	4	9	0	3	3	1	7	5	1	M	9	6	1	0	0	0	3	2	1	1	5	8	3	3	0	0	6	9	2	2	2	5	0	9	2	52	0
28263	79	9	4	5	14	0	3	7	7	15	3	1	M	9	6	1	0	0	0	5	6	0	2	5	6	7	8	1	9	0	9	2	2	2	5	0	9	2	0	0
28280	20	4	3	4	17	0	3	5	6	7	3	1	M	9	6	2	0	0	0	6	6	0	9	1	1	1	1	9	8	6	9	4	4	2	5	2	9	2	28	0
28287	30	9	4	5	13	0	3	3	7	15	5	1	F	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	0	9	2	2	2	5	0	9	2	0	0
28293	5	9	4	5	11	0	3	5	7	15	3	1	F	9	6	1	0	0	0	5	6	0	9	7	6	7	8	1	9	0	3	2	2	2	5	0	9	0	0	0
28295	24	9	4	5	8	0	3	2	7	15	2	1	F	9	6	3	0	0	0	3	6	0	3	8	1	1	1	9	8	0	9	3	3	3	1	0	9	2	0	0
28315	45	9	4	5	10	0	3	3	7	15	5	1	F	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	0	9	3	3	3	2	0	9	2	0	0
28336	25	4	2	2	15	0	3	5	4	10	5	1	F	9	6	2	0	0	0	6	6	0	9	7	1	1	1	9	8	2	9	1	1	1	2	0	9	2	16	0
28341	89	9	4	5	6	0	3	7	7	15	5	1	F	9	6	1	0	0	0	5	6	0	2	5	6	7	8	1	9	0	9	1	1	2	5	0	9	2	0	0
28346	71	9	4	5	17	0	3	7	7	15	5	1	F	9	6	3	0	0	0	6	6	0	2	5	1	1	1	9	8	0	9	1	1	1	2	0	9	2	0	0
28351	36	2	1	2	10	0	3	3	2	11	5	1	F	9	6	2	0	0	10	3	6	0	3	8	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	1
28360	10	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	1	1	2	5	0	9	0	0	0
28371	12	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	3	2	2	2	5	0	9	0	0	0
28390	69	9	4	5	13	0	3	1	7	15	5	1	F	9	6	1	0	0	0	5	5	1	2	5	4	4	7	0	1	0	9	2	2	2	5	0	9	2	0	0
28416	18	4	3	4	2	0	2	5	6	7	5	1	F	9	5	1	594	0	0	6	6	0	9	1	6	7	8	1	9	1	9	2	2	2	5	2	9	2	9	0
28431	85	9	4	5	13	0	3	7	7	15	5	1	F	9	6	1	0	0	0	5	6	0	1	5	6	7	8	1	9	0	9	2	2	2	5	0	9	2	0	0
28554	67	9	4	5	6	0	3	7	7	15	3	1	F	9	6	3	0	0	0	5	6	0	2	5	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
28555	10	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
28581	45	4	3	2	5	0	3	3	5	8	5	2	M	9	6	2	0	0	0	3	6	0	1	5	1	1	1	9	8	0	9	4	4	4	1	0	9	2	0	0
28591	44	4	5	3	6	0	3	1	3	6	5	10	F	9	6	1	0	0	0	6	6	0	1	5	6	7	8	1	9	4	9	4	4	4	4	0	9	2	52	0
28611	12	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
28613	11	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	4	1	9	3	4	8	9	0	1	0	1	2	2	2	5	0	9	0	0	0
28628	30	4	1	1	10	0	3	5	1	3	5	1	M	9	6	1	0	0	5000	6	6	0	2	5	6	7	8	1	9	4	9	2	2	2	5	0	9	2	52	1
28635	51	9	4	5	17	0	3	3	7	15	3	1	F	9	6	1	0	0	45	3	6	0	3	8	6	7	8	1	9	0	9	2	2	2	5	0	9	2	0	0
28648	35	9	4	5	13	0	3	3	7	15	5	2	F	9	6	3	0	0	0	3	6	0	3	8	1	1	1	9	8	0	9	4	4	4	1	0	9	2	0	0
28649	38	4	3	1	13	0	3	3	6	12	5	1	F	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	0
28661	42	4	1	1	9	0	3	3	2	3	5	7	F	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	0
28690	43	4	2	1	15	0	3	3	2	12	5	5	M	9	6	2	0	0	0	3	6	0	1	5	1	1	1	9	8	4	9	2	2	2	5	2	9	2	52	0
28693	0	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	7	1	1	1	9	8	0	3	2	2	2	5	0	9	0	0	0
28708	8	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	1	1	2	5	0	9	0	0	0
28740	41	4	2	3	13	0	3	3	3	14	5	1	M	9	6	1	0	0	0	3	6	0	1	5	6	7	8	1	9	6	9	2	2	2	5	0	9	2	52	0
28742	60	4	3	3	17	0	3	7	6	14	5	1	M	9	6	1	0	0	2600	6	6	0	2	5	6	7	8	1	9	2	9	2	2	2	5	0	9	2	43	0
28770	56	4	5	3	9	0	3	3	3	6	5	1	M	9	6	2	0	0	52	3	6	0	1	5	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	1
28786	48	4	2	4	9	0	3	3	3	7	3	1	F	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	4	9	2	1	1	3	0	9	2	52	0
28799	21	4	5	3	13	700	3	5	2	1	5	1	F	0	6	1	0	0	30	6	6	0	9	1	6	7	8	1	9	4	9	2	2	2	5	0	9	2	30	0
28882	3	9	4	5	11	0	3	5	7	15	5	6	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	4	4	2	5	0	9	0	0	0
28894	13	9	4	5	11	0	3	5	7	15	3	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	3	3	2	5	0	9	0	0	0
28919	42	4	2	4	17	1085	3	3	4	1	5	1	F	0	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	6	9	2	2	2	5	0	9	2	52	0
28979	63	4	2	2	17	0	3	3	2	10	5	1	M	9	6	1	0	0	0	3	6	0	1	5	6	7	8	1	9	2	9	2	2	2	5	0	9	2	46	0
29002	17	9	4	5	1	0	2	5	7	15	2	1	M	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	1	1	1	1	0	9	2	0	0
29017	8	9	4	5	11	0	3	5	7	15	5	7	F	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	3	2	2	2	5	0	9	0	0	0
29036	4	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
29049	1	9	4	5	11	0	3	5	7	15	3	1	F	9	6	1	0	0	0	5	6	0	9	7	6	7	8	1	9	0	3	2	2	2	5	0	9	0	0	0
29050	33	6	3	3	13	0	3	3	5	1	5	1	F	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	1	9	2	2	2	5	0	9	2	52	0
29089	30	4	2	2	17	0	3	3	2	11	5	1	M	9	6	2	0	0	0	3	6	0	1	5	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	0
29112	31	4	5	3	17	0	3	5	2	6	5	1	M	9	6	2	0	0	0	6	6	0	9	6	1	1	1	9	8	3	9	2	2	2	5	0	9	2	52	0
29115	9	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	2	2	5	0	9	0	0	0
29134	72	9	4	5	10	0	3	3	7	15	5	1	M	9	6	1	0	0	467	5	6	0	1	5	6	7	8	1	9	0	9	1	2	2	5	0	9	2	0	0
29136	7	9	4	5	11	0	3	5	7	15	5	2	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	4	4	2	5	0	9	0	0	0
29142	43	4	3	3	13	0	3	3	7	12	5	1	F	9	6	1	0	0	0	3	4	1	3	8	4	5	6	0	1	2	9	2	2	2	5	2	9	2	50	0
29150	49	9	4	5	17	0	3	3	7	15	5	1	F	9	6	3	0	0	200	3	6	0	3	8	1	1	1	9	8	3	9	2	2	2	5	0	9	2	42	0
29175	38	7	1	2	13	1600	3	3	1	8	5	1	M	1	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	6	9	2	2	2	5	1	9	2	52	0
29222	8	9	4	5	11	0	3	5	7	15	2	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	1	1	2	5	0	9	0	0	0
29248	14	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
29257	45	4	2	1	15	0	3	3	4	3	5	1	M	9	6	1	7298	0	240	3	6	0	1	5	6	7	8	1	9	6	9	2	2	2	5	0	9	2	52	1
29259	66	9	4	5	14	0	3	3	7	15	5	1	F	9	6	1	0	0	0	2	6	0	1	5	6	7	8	1	9	0	9	2	2	2	5	0	9	2	0	0
29268	28	4	3	1	10	0	3	3	5	3	5	1	M	9	6	2	3103	0	0	3	6	0	1	5	1	1	1	9	8	4	9	2	2	2	5	2	9	2	52	0
29269	73	9	4	5	17	0	3	3	7	15	5	1	M	9	6	1	0	0	0	4	6	0	1	5	6	7	8	1	9	0	9	1	1	2	5	0	9	2	0	0
29324	29	4	3	1	13	625	3	3	6	12	5	1	F	0	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	0
29329	27	4	2	1	10	0	3	5	3	10	5	1	F	9	6	2	0	0	0	6	6	0	9	1	1	1	1	9	8	4	9	2	2	2	5	0	9	2	52	0
29344	25	4	3	4	10	233	3	5	6	7	5	1	F	0	6	2	0	0	0	6	6	0	1	5	1	1	1	9	8	6	9	1	1	1	2	2	9	2	52	0
29374	31	4	3	3	10	0	3	7	6	1	5	1	M	9	6	1	0	0	12	1	6	0	1	5	6	7	8	1	9	6	9	2	2	2	5	2	9	2	52	0
29380	12	9	4	5	11	0	3	5	7	15	4	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	1	1	3	0	9	0	0	0
29452	12	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
29464	70	4	2	1	13	0	3	3	2	12	5	1	M	0	6	2	0	0	0	2	6	0	1	5	1	1	1	9	8	4	9	2	2	2	5	0	2	1	52	0
29474	42	6	3	2	13	0	3	3	5	4	5	1	M	9	6	2	0	0	10	5	6	0	3	8	1	1	1	9	8	1	9	2	2	2	5	0	9	2	52	0
29493	23	4	3	3	17	0	3	5	7	1	3	1	F	9	6	2	0	0	0	1	6	0	9	1	1	1	1	9	8	4	9	1	1	1	1	0	9	2	44	0
29495	54	4	2	1	17	900	3	3	3	10	5	1	F	0	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	1	9	2	2	2	5	0	9	2	49	0
29509	34	4	2	3	17	0	3	3	3	13	5	1	F	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	6	9	2	2	2	5	0	9	2	52	0
29517	5	9	4	5	11	0	3	5	7	15	1	6	F	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	4	2	2	5	0	9	0	0	0
29555	20	9	4	5	13	0	3	3	7	15	5	7	F	9	6	3	0	0	0	5	6	0	9	7	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
29556	33	6	3	3	13	0	3	3	6	1	5	1	F	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	1	9	2	2	2	5	0	9	2	52	0
29582	42	4	3	2	17	0	3	3	7	8	5	1	M	9	6	1	0	0	0	3	6	0	1	5	6	7	8	1	9	6	9	2	2	2	5	0	9	2	52	1
29614	33	9	4	5	13	0	3	3	7	15	2	1	M	9	6	3	0	0	0	3	6	0	9	1	1	1	1	9	8	1	9	1	1	1	1	0	9	2	45	0
29620	22	6	3	4	13	0	3	3	7	7	5	1	F	9	6	2	5013	0	0	3	6	0	1	5	1	1	1	9	8	1	9	2	2	2	5	0	9	2	52	0
29646	62	9	4	5	13	0	3	5	7	15	5	1	F	9	6	3	0	0	250	6	6	0	2	5	1	1	1	9	8	0	9	3	3	2	5	0	9	2	0	0
29648	12	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	2	2	5	0	9	0	0	0
29654	8	9	4	5	11	0	3	5	7	15	2	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	1	1	2	5	0	9	0	0	0
29656	14	9	4	5	11	0	3	5	7	15	5	6	F	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	2	2	5	0	9	0	0	0
29676	50	2	2	1	15	0	3	3	4	3	5	1	F	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	1
29707	7	9	4	5	11	0	3	5	7	15	5	6	M	9	6	1	0	0	0	5	4	1	9	7	4	3	3	0	0	0	4	4	4	2	5	0	9	0	0	0
29711	19	4	3	1	17	0	1	5	6	3	5	7	M	9	6	1	0	0	0	6	6	0	9	1	6	7	8	1	9	6	9	2	2	2	5	0	9	2	52	0
29723	38	1	5	6	9	1999	3	3	2	13	5	1	M	0	6	2	0	0	50	3	6	0	3	8	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	0
29738	84	9	4	5	13	0	3	7	7	15	5	1	F	9	6	3	0	0	0	5	6	0	9	7	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
29751	30	4	3	2	13	0	3	6	6	11	5	7	M	9	6	1	0	0	0	6	5	1	9	6	4	8	9	0	1	6	9	2	2	2	5	0	9	2	52	1
29761	22	4	5	1	10	0	3	5	5	12	5	1	M	9	6	1	0	0	0	6	6	0	9	1	6	7	8	1	9	2	9	2	2	2	5	0	9	2	52	0
29763	68	9	4	5	13	0	3	3	7	15	5	1	M	9	6	1	0	0	0	5	6	0	1	5	6	7	8	1	9	0	9	2	2	2	5	0	9	2	0	0
29783	35	6	3	2	6	0	3	3	5	4	5	1	F	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	1	9	2	2	2	5	0	9	2	52	0
29798	4	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
29802	65	9	4	5	13	0	3	3	7	15	5	1	F	9	6	3	0	0	0	2	6	0	3	8	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
29835	27	4	2	2	10	0	3	5	4	10	5	1	F	9	6	2	0	0	0	5	6	0	9	7	1	1	1	9	8	0	9	4	2	2	5	0	9	2	0	0
29870	78	9	4	5	10	0	3	3	7	15	5	1	M	9	6	3	0	0	0	5	6	0	1	5	1	1	1	9	8	0	9	2	1	2	5	0	9	2	0	0
29913	31	4	1	6	10	0	3	3	3	10	5	1	F	9	6	2	0	0	50	3	6	0	3	8	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	0
29959	72	9	4	5	17	0	3	3	7	15	5	1	F	9	6	1	0	0	0	2	6	0	3	8	6	7	8	1	9	0	9	2	2	2	5	0	9	2	0	0
29984	37	4	1	2	8	0	3	1	1	10	5	1	M	9	6	1	0	0	0	1	6	0	1	5	6	7	8	1	9	1	9	2	2	2	5	0	9	2	45	0
29999	28	2	1	2	13	0	3	3	2	11	5	1	M	9	6	1	0	0	0	3	6	0	1	5	6	7	8	1	9	3	9	1	1	2	5	0	9	2	50	0
30072	68	9	4	5	13	0	3	3	7	15	5	8	F	9	6	3	0	0	100	2	6	0	3	8	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
30090	47	9	4	5	4	0	3	3	7	15	5	6	M	9	6	3	0	0	0	3	6	0	1	5	1	1	1	9	8	0	9	4	4	4	1	0	9	2	0	0
30122	25	5	3	3	13	0	3	3	5	1	5	1	F	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	1	9	2	2	2	5	2	9	2	44	0
30126	1	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	2	2	5	0	9	0	0	0
30137	10	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	3	2	2	2	5	0	9	0	0	0
30143	31	4	3	3	17	0	3	5	6	12	5	1	F	9	6	2	0	0	0	6	6	0	9	7	1	1	1	9	8	3	9	2	2	2	5	0	9	2	52	0
30153	3	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
30172	10	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	5	1	9	3	5	3	3	0	0	0	3	2	2	2	5	0	9	0	0	0
30195	37	4	3	2	13	0	3	3	5	8	3	1	M	9	6	1	0	0	0	3	6	0	1	5	6	7	8	1	9	2	9	2	2	2	5	0	9	2	52	0
30223	29	4	3	1	1	0	3	3	6	3	5	1	F	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	4	9	2	1	2	5	0	9	2	52	0
30249	76	9	4	5	6	0	3	3	7	15	5	1	M	9	6	3	0	0	0	2	6	0	1	5	1	1	1	9	8	0	9	2	1	2	5	0	9	2	0	0
30329	22	4	3	4	10	0	3	5	6	7	5	1	F	9	6	1	0	0	0	6	6	0	9	6	6	7	8	1	9	4	9	2	2	2	5	2	9	2	43	0
30370	13	9	4	5	11	0	3	5	7	15	2	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	3	3	2	5	0	9	0	0	0
30424	72	9	4	5	10	0	3	7	7	15	5	1	F	9	6	1	0	0	5000	6	6	0	2	5	6	7	8	1	9	0	9	2	2	2	5	0	9	2	0	0
30454	43	4	3	3	7	0	3	5	6	6	3	1	F	9	5	1	0	625	0	1	6	0	1	5	6	7	8	1	9	6	9	2	2	2	5	0	9	2	32	0
30460	73	9	4	5	17	0	3	7	7	15	5	1	F	9	6	3	0	0	0	6	6	0	2	5	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
30475	11	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	1	1	1	9	8	0	1	2	2	2	5	0	9	0	0	0
30478	47	4	2	4	13	800	3	1	2	1	5	1	F	0	6	1	0	0	0	6	2	1	9	6	4	8	9	0	0	6	9	2	2	2	5	0	9	2	52	0
30486	3	9	4	5	11	0	3	5	7	15	5	1	F	9	6	1	0	0	0	5	6	0	9	7	1	1	1	9	8	0	3	2	2	2	5	0	9	0	0	0
30499	63	9	4	5	10	0	3	3	7	15	5	1	M	9	6	3	0	0	4000	3	6	0	1	5	1	1	1	9	8	0	9	2	2	2	5	0	9	2	0	0
30513	34	4	5	3	13	0	3	1	2	6	5	6	M	9	6	1	0	0	0	6	6	0	2	5	6	7	8	1	9	6	9	2	2	2	5	0	9	2	51	0
30518	47	4	2	3	13	0	3	1	3	13	5	1	F	9	6	2	0	0	0	6	6	0	9	6	1	1	1	9	8	4	9	2	2	2	5	0	9	2	32	0
30538	15	9	4	5	5	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	4	1	9	3	8	8	9	0	0	6	3	2	2	2	5	1	9	2	8	0
30542	13	9	4	5	11	0	3	5	7	15	5	1	M	9	6	1	0	0	0	5	6	0	9	3	6	7	8	1	9	0	1	2	2	2	5	0	9	0	0	0
30546	25	4	3	3	13	0	3	3	6	12	5	1	M	9	6	2	0	0	0	3	6	0	1	5	1	1	1	9	8	4	9	2	2	2	5	0	9	2	52	0
30553	51	4	2	3	15	0	3	3	4	1	5	1	F	9	6	6	0	0	0	3	6	0	3	8	1	1	1	9	8	6	9	2	2	2	5	2	9	2	52	0
30605	40	2	2	6	15	0	3	3	2	3	5	1	M	0	6	2	0	0	0	3	6	0	1	5	1	1	1	9	8	4	9	2	2	2	5	0	9	2	52	1
30615	17	4	3	3	2	0	2	5	6	12	5	1	M	9	6	2	0	0	0	6	6	0	9	3	1	1	1	9	8	6	1	2	2	2	5	2	9	2	28	0
30616	59	4	1	2	17	0	3	3	1	8	5	1	M	0	6	2	0	0	400	3	6	0	1	5	1	1	1	9	8	6	9	2	2	2	5	0	9	2	52	0
30654	44	2	2	2	15	0	3	3	4	10	5	1	F	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	4	9	2	2	2	5	0	9	2	38	0
30664	73	9	4	5	13	0	3	7	7	15	5	1	M	9	6	1	0	0	1488	6	6	0	2	5	6	7	8	1	9	0	9	2	2	2	5	0	9	2	0	0
30669	48	4	3	4	2	0	3	1	6	5	5	1	M	9	6	2	0	0	0	6	6	0	2	5	1	1	1	9	8	4	9	2	2	2	5	2	9	2	52	0
30690	47	2	1	2	10	0	3	1	2	11	3	1	M	9	6	5	0	1876	0	6	6	0	2	5	1	1	1	9	8	6	9	2	2	2	5	0	9	2	48	0
30691	35	4	5	4	7	0	3	6	3	7	5	1	M	9	6	2	0	0	0	6	6	0	2	5	1	1	1	9	8	4	9	2	2	2	5	0	9	2	52	0
30693	60	5	2	1	17	0	3	3	4	3	5	1	F	9	6	1	0	0	0	4	6	0	3	8	6	7	8	1	9	1	9	1	1	2	5	0	9	2	52	0
30694	45	2	2	3	13	0	3	3	4	1	5	9	F	9	6	2	0	0	0	3	6	0	3	8	1	1	1	9	8	6	9	2	2	2	5	0	9	2	24	0
30708	41	4	2	3	13	0	3	3	3	6	5	1	F	9	6	1	0	0	0	3	6	0	3	8	6	7	8	1	9	4	9	2	2	2	5	0	9	2	52	0
